title,url,discounted_price,original_price
Authentic Wotofo Profile Unity RTA 3.5/5ml 25MM - Black,https://www.cigabuy.com/authentic-wotofo-profile-unity-rta-355ml-25mm-black-p-14166.html,,$41.63
Authentic Vaporesso FORZ TX80 VW 80W Mod - Brick Black,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-80w-mod-brick-black-p-20082.html,,$59.74
Authentic Oumier Wasp Nano S Dual-Coil BF RDA 25mm - Black,https://www.cigabuy.com/authentic-oumier-wasp-nano-s-dual-coil-bf-rda-25mm-black-p-20097.html,,$20.52
Authentic Geekvape Mero AIO Kit - Black,https://www.cigabuy.com/authentic-geekvape-mero-aio-kit-black-p-20199.html,,$25.39
Authentic Geekvape Mero AIO Kit - Gunmetal,https://www.cigabuy.com/authentic-geekvape-mero-aio-kit-gunmetal-p-20200.html,,$25.39
Authentic ThunderHeadCreations THC Artemis RDTA - Gunmetal,https://www.cigabuy.com/authentic-thunderheadcreations-thc-artemis-rdta-gunmetal-p-20222.html,,$67.09
3 x Authentic Geekvape Mero Empty Pod Cartridge,https://www.cigabuy.com/3-x-authentic-geekvape-mero-empty-pod-cartridge-p-20203.html,,$6.01
Authentic Vaporesso FORZ TX80 VW 80W Mod - Imperial Red,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-80w-mod-imperial-red-p-20084.html,,$59.74
Authentic Vandyvape Requiem RDA - Gold,https://www.cigabuy.com/authentic-vandyvape-requiem-rda-gold-p-20051.html,,$35.20
Authentic Lost vape Thelema 80W Pod Kit 4ml - SS / Grain Leather,https://www.cigabuy.com/authentic-lost-vape-thelema-80w-pod-kit-4ml-ss-grain-leather-p-20006.html,,$53.35
Authentic Vaporesso FORZ TX80 VW Kit With FORZ Tank 25 - Gunmetal Grey,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-kit-with-forz-tank-25-gunmetal-grey-p-20088.html,,$74.68
Authentic Geekvape Aegis Hero Pod Mod Kit - Gunmetal,https://www.cigabuy.com/authentic-geekvape-aegis-hero-pod-mod-kit-gunmetal-p-19994.html,,$40.54
Simplified Package Xiaomi Piston 3rd Edition Earphone Mic,https://www.cigabuy.com/simplified-package-xiaomi-piston-3rd-edition-earphone-mic-p-19820.html,$0.35,$16.05 
5 x Authentic Lost vape Ultra Boost M3 Coil 0.15ohm,https://www.cigabuy.com/5-x-authentic-lost-vape-ultra-boost-m3-coil-015ohm-p-20009.html,,$15.99
Authentic Vandyvape Requiem RDA - Matte Black,https://www.cigabuy.com/authentic-vandyvape-requiem-rda-matte-black-p-20049.html,,$35.20
Authentic Steam Crave Aromamizer Supreme V3 RDTA advanced kit 7ml 25ml - Blue,https://www.cigabuy.com/authentic-steam-crave-aromamizer-supreme-v3-rdta-advanced-kit-7ml-25ml-blue-p-19982.html,,$77.88
Authentic Vaporesso FORZ TX80 VW 80W Mod - Steel Blue,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-80w-mod-steel-blue-p-20086.html,,$59.74
Authentic Vaporesso FORZ TX80 VW Kit With FORZ Tank 25 - Brick Black,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-kit-with-forz-tank-25-brick-black-p-20087.html,,$74.68
Authentic Vaporesso FORZ TX80 VW Kit With FORZ Tank 25 - Leather Brown,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-kit-with-forz-tank-25-leather-brown-p-20090.html,,$74.68
Authentic Vandyvape Kylin Mini V2 RTA 5ml - SS,https://www.cigabuy.com/authentic-vandyvape-kylin-mini-v2-rta-5ml-ss-p-19965.html,,$38.40
Authentic Vaporesso FORZ TX80 VW 80W Mod - Leather Brown,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-80w-mod-leather-brown-p-20085.html,,$59.74
Authentic Vaporesso FORZ TX80 VW Kit With FORZ Tank 25 - Imperial Red,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-kit-with-forz-tank-25-imperial-red-p-20089.html,,$74.68
Authentic Geekvape Aegis Hero Pod Mod Kit - Silver,https://www.cigabuy.com/authentic-geekvape-aegis-hero-pod-mod-kit-silver-p-19991.html,,$40.54
Authentic Vaporesso FORZ TX80 VW Kit With FORZ Tank 25 - Steel Blue,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-kit-with-forz-tank-25-steel-blue-p-20091.html,,$74.68
2GB USB 2.0 Flash Drive USB Memory Card U Disk,https://www.cigabuy.com/2gb-usb-20-flash-drive-usb-memory-card-u-disk-p-8156.html,$1.58,$3.47 
Authentic Steam Crave Titan PWM V1.5 Mod - Silver,https://www.cigabuy.com/authentic-steam-crave-titan-pwm-v15-mod-silver-p-19518.html,,$81.76
E6 Mini Magnetic USB Invisible Bluetooth V4.2 Earphone,https://www.cigabuy.com/e6-mini-magnetic-usb-invisible-bluetooth-v42-earphone-p-19731.html,$2.99,$6.81 
QCY T1 PRO TWS Dual Bluetooth Earphones IPX4 Waterproof Headphones,https://www.cigabuy.com/qcy-t1-pro-tws-dual-bluetooth-earphones-ipx4-waterproof-headphones-p-13806.html,$18.09,$33.24 
1 x Authentic Wotofo H17 Rebuildable Deck Coil - Black,https://www.cigabuy.com/1-x-authentic-wotofo-h17-rebuildable-deck-coil-black-p-19872.html,,$16.01
WLtoys A959 High-Speed Vortex 4-CH 1:18 2.4GHz 4WD RC Car,https://www.cigabuy.com/wltoys-a959-high-speed-vortex-4-ch-118-24ghz-4wd-rc-car-p-19755.html,$30.61,$37.47 
Authentic Dovpo Odin Mini 75W DNA75C TC Mod - Brushed Silver,https://www.cigabuy.com/authentic-dovpo-odin-mini-75w-dna75c-tc-mod-brushed-silver-p-19383.html,,$160.05
64GB USB 2.0 Flash Drive USB Pen Drive U Disk,https://www.cigabuy.com/64gb-usb-20-flash-drive-usb-pen-drive-u-disk-p-19730.html,$2.23,$6.71 
Authentic Freemax Maxus 100W  Kit - Black - Red,https://www.cigabuy.com/authentic-freemax-maxus-100w-kit-black-red-p-19161.html,,$69.35
Magnetic Wireless Earbuds,https://www.cigabuy.com/magnetic-wireless-earbuds-p-19786.html,$0.87,$1.79 
X9-V0 Color OLED Screen Fitness Tracker IP68 Heart Rate Blood Pressure Monitor,https://www.cigabuy.com/x9-v0-color-oled-screen-fitness-tracker-ip68-heart-rate-blood-pressure-monitor-p-19827.html,$11.99,$26.95 
Bluetooth 4.1 Headphone Wireless Mini Invisible In-Ear Bluetooth Earbud With Mic,https://www.cigabuy.com/bluetooth-41-headphone-wireless-mini-invisible-in-ear-bluetooth-earbud-with-mic-p-19726.html,$1.22,$18.84 
Crrju Fashion Mens Watches Top Brand Luxury Quartz Watch Men,https://www.cigabuy.com/crrju-fashion-mens-watches-top-brand-luxury-quartz-watch-men-p-19728.html,$8.57,$11.03 
E6 Bluetooth Earphone 4.2 In-Ear MINI Stereo 600mA with Charging Box,https://www.cigabuy.com/e6-bluetooth-earphone-42-in-ear-mini-stereo-600ma-with-charging-box-p-19829.html,$2.97,$8.08 
CURREN 8225 Japan Movt Calendar Life Waterproof Men Quartz Watch,https://www.cigabuy.com/curren-8225-japan-movt-calendar-life-waterproof-men-quartz-watch-p-19721.html,$5.03,$6.78 
M5 Magnetic Sports BT 4.1 Waterproof Sports Earphones,https://www.cigabuy.com/m5-magnetic-sports-bt-41-waterproof-sports-earphones-p-19801.html,$1.22,$2.21 
i7 TWS Bluetooth V4.1 Earphones with Charging Case,https://www.cigabuy.com/i7-tws-bluetooth-v41-earphones-with-charging-case-p-19828.html,$2.06,$5.99 
Authentic Dovpo Odin Mini 75W DNA75C TC Box Mod - Brushed Red,https://www.cigabuy.com/authentic-dovpo-odin-mini-75w-dna75c-tc-box-mod-brushed-red-p-19381.html,,$160.05
2.4GHz Wireless Optical Gaming Mouse for PC DPI Adjustable,https://www.cigabuy.com/24ghz-wireless-optical-gaming-mouse-for-pc-dpi-adjustable-p-19821.html,$0.79,$3.57 
Luminous Headset Glow In Dark Headphones Flashlight Earphone with Mic,https://www.cigabuy.com/luminous-headset-glow-in-dark-headphones-flashlight-earphone-with-mic-p-19744.html,$0.34,$1.79 
Original Xiaomi Piston Basic Edition In-ear Headset Earphone w/ Mic,https://www.cigabuy.com/original-xiaomi-piston-basic-edition-in-ear-headset-earphone-w-mic-p-19823.html,$0.35,$7.47 
Original Xiaomi Piston Dazzle Edition Earphones with Mic,https://www.cigabuy.com/original-xiaomi-piston-dazzle-edition-earphones-with-mic-p-19740.html,$0.35,$6.17 
L11 Bluetooth 5.0 TWS Earphones with Charging Case,https://www.cigabuy.com/l11-bluetooth-50-tws-earphones-with-charging-case-p-19809.html,$5.44,$8.07 
Original Xiaomi Piston Fresh Edition Earphone Headphone with Mic,https://www.cigabuy.com/original-xiaomi-piston-fresh-edition-earphone-headphone-with-mic-p-19826.html,$0.35,$5.57 
Baseus Bluetooth Earphones Single Ear Wireless Earphone With Charging Dock,https://www.cigabuy.com/baseus-bluetooth-earphones-single-ear-wireless-earphone-with-charging-dock-p-19729.html,$3.55,$10.65 
CURREN 8249 Big Dial Dual Move Calendar Leather Strap Quartz Watch,https://www.cigabuy.com/curren-8249-big-dial-dual-move-calendar-leather-strap-quartz-watch-p-19824.html,$2.84,$10.81 
5pcs G4 12-24V 6W 600LM 2-LED COB LED Light Bulbs,https://www.cigabuy.com/5pcs-g4-12-24v-6w-600lm-2-led-cob-led-light-bulbs-p-19900.html,$7.51,$9.75 
Authentic Geekvape Wenax Stylus Pod Starter Kit - Classic Black,https://www.cigabuy.com/authentic-geekvape-wenax-stylus-pod-starter-kit-classic-black-p-19295.html,,$23.46
TC16 Type-c Earphone Stereo Line Control In-Ear Hands Free Call f LeEco Xiaomi,https://www.cigabuy.com/tc16-type-earphone-stereo-line-control-in-ear-hands-free-call-f-leeco-xiaomi-p-19772.html,$0.70,$1.58 
"Xiaomi 3D Glasses Virtual Reality Box for 4.7 - 5.7"" Smart Phones",https://www.cigabuy.com/xiaomi-3d-glasses-virtual-reality-box-for-47-57-smart-phones-p-19825.html,$0.35,$9.97 
Mini Bluetooth Earbud 6 Hour Playtime Car Headset with Mic for iPhone,https://www.cigabuy.com/mini-bluetooth-earbud-6-hour-playtime-car-headset-with-mic-for-iphone-p-19725.html,$1.05,$16.28 
Bluetooth Headphone Kissral Wireless Sport Earbud,https://www.cigabuy.com/bluetooth-headphone-kissral-wireless-sport-earbud-p-19727.html,$0.70,$11.14 
S36 Earphone Heavy Bass In-Ear Earphones Music Headset Microphone 3.5mm,https://www.cigabuy.com/s36-earphone-heavy-bass-in-ear-earphones-music-headset-microphone-35mm-p-19796.html,$1.05,$2.00 
S450 3.5mm Foldable Wireless Stereo Bluetooth Headphone w/ TF FM,https://www.cigabuy.com/s450-35mm-foldable-wireless-stereo-bluetooth-headphone-w-tf-fm-p-19818.html,$3.22,$7.66 
i8 Mini In-Ear 180° Rotation Bluetooth Wireless Earbud Earphone ,https://www.cigabuy.com/i8-mini-in-ear-180°-rotation-bluetooth-wireless-earbud-earphone-p-19777.html,$1.05,$16.28 
IDO ID107 Smart Bracelet Heart Rate Monitor Call Reminder Pedometer,https://www.cigabuy.com/ido-id107-smart-bracelet-heart-rate-monitor-call-reminder-pedometer-p-19822.html,$3.64,$18.77 
Authentic Dovpo Odin DNA250C 200W Box Mod - Brushed Gunmetal,https://www.cigabuy.com/authentic-dovpo-odin-dna250c-200w-box-mod-brushed-gunmetal-p-18896.html,,$193.73
Kingston TF Card 8GB Class 4 SDHC Mobile phone,https://www.cigabuy.com/kingston-tf-card-8gb-class-4-sdhc-mobile-phone-p-19758.html,$1.05,$16.28 
Wireless Sport Dual In Ear Stereo Bluetooth 4.0 with Mic Headset,https://www.cigabuy.com/wireless-sport-dual-in-ear-stereo-bluetooth-40-with-mic-headset-p-19819.html,$2.71,$14.16 
Comfortable Wired Earphone with Mic 3.5mm Clear Sound,https://www.cigabuy.com/comfortable-wired-earphone-with-mic-35mm-clear-sound-p-19803.html,$1.05,$2.00 
JBMMJ MJ100 Earphone Metal In-Ear 3.5mm Earbuds Aluminum Alloy Superb Sound,https://www.cigabuy.com/jbmmj-mj100-earphone-metal-in-ear-35mm-earbuds-aluminum-alloy-superb-sound-p-19770.html,$0.41,$7.49 
Authentic Dovpo Odin Mini 75W DNA75C TC Box Mod - Brushed Black,https://www.cigabuy.com/authentic-dovpo-odin-mini-75w-dna75c-tc-box-mod-brushed-black-p-19379.html,,$160.05
Authentic Dovpo Odin Mini 75W DNA75C TC Mod - Brushed Gunmetal,https://www.cigabuy.com/authentic-dovpo-odin-mini-75w-dna75c-tc-mod-brushed-gunmetal-p-19380.html,,$160.05
Authentic Freemax Maxus 100W  Kit - Blue - Green,https://www.cigabuy.com/authentic-freemax-maxus-100w-kit-blue-green-p-19162.html,,$69.35
Men Cycling Underwear Bicycle Mountain Shorts Riding Bike Sport Underwear,https://www.cigabuy.com/men-cycling-underwear-bicycle-mountain-shorts-riding-bike-sport-underwear-p-18937.html,$2.57,$13.41 
Authentic Wismec Luxotic 100W BF Squonk Tobhino RDA Kit - Yellow,https://www.cigabuy.com/authentic-wismec-luxotic-100w-bf-squonk-tobhino-rda-kit-yellow-p-12065.html,$14.69,$42.45 
Authentic Eleaf iCard 650mAh 15W Starter Kit - Black,https://www.cigabuy.com/authentic-eleaf-icard-650mah-15w-starter-kit-black-p-15919.html,$3.14,$10.67 
Authentic Uwell Crown Pod 1250mAh Pod System Kit - Blue,https://www.cigabuy.com/authentic-uwell-crown-pod-1250mah-pod-system-kit-blue-p-16658.html,$11.39,$37.32 
Authentic Vandy Vape Kylin M 4.5ml RTA 24mm - Matte Black,https://www.cigabuy.com/authentic-vandy-vape-kylin-45ml-rta-24mm-matte-black-p-14522.html,,$44.16
UV Protect Car Styling Front Window Sunshade Windshield Film Foldable,https://www.cigabuy.com/uv-protect-car-styling-front-window-sunshade-windshield-film-foldable-p-16997.html,$0.32,$10.10 
Authentic Vandy Vape Kylin M 4.5ml RTA 24mm - Gunmetal,https://www.cigabuy.com/authentic-vandy-vape-kylin-45ml-rta-24mm-gunmetal-p-14520.html,,$44.16
Authentic Uwell Caliburn Pod System 520mAh Kit - Black,https://www.cigabuy.com/authentic-uwell-caliburn-pod-system-520mah-kit-black-p-14097.html,,$31.54
ESTRELLA  64G USB2.0 High Speed Mini Flash Drive Waterproof USB,https://www.cigabuy.com/estrella-64g-usb20-high-speed-mini-flash-drive-waterproof-usb-p-17570.html,$3.96,$11.51 
Authentic Cthulhu Mjolnir RDA 24MM - Black,https://www.cigabuy.com/authentic-cthulhu-mjolnir-rda-24mm-black-p-13676.html,,$31.22
MIXZA 32GB Class 10 Micro SDHC UHS-I up to 80MB/S Flash Memory Card,https://www.cigabuy.com/mixza-32gb-class-10-micro-sdhc-uhs-up-to-80mbs-flash-memory-card-p-17560.html,$1.86,$5.32 
48-LED Outdoor Motion Sensor Solar Lights,https://www.cigabuy.com/48-led-outdoor-motion-sensor-solar-lights-p-17572.html,$5.43,$10.87 
1/2/4 pcs YWXLIGHT 220-240V 24W 1920LM SMD 5730 Octagonal LED Ceiling Lamp,https://www.cigabuy.com/124-pcs-ywxlight-220-240v-24w-1920lm-smd-5730-octagonal-led-ceiling-lamp-p-17583.html,$2.51,$4.47 
YWXLight Solar LED Lamp Bear Claw Lamp Garden Lights Outdoor Landscape Lighting,https://www.cigabuy.com/ywxlight-solar-led-lamp-bear-claw-lamp-garden-lights-outdoor-landscape-lighting-p-17591.html,$3.38,$6.07 
RGB T10 5050 6SMD Auto Remote Controlled Colorful Led Lamp Strobe Light,https://www.cigabuy.com/rgb-t10-5050-6smd-auto-remote-controlled-colorful-led-lamp-strobe-light-p-17593.html,$0.70,$3.29 
Non-Stick Grill BBQ Standing Rib Rack Stainless Steel Roasting Rack,https://www.cigabuy.com/non-stick-grill-bbq-standing-rib-rack-stainless-steel-roasting-rack-p-17542.html,$0.39,$2.55 
Original Xiaomi Mijia 0.5mm Sign Pen Roller Pen,https://www.cigabuy.com/original-xiaomi-mijia-05mm-sign-pen-roller-pen-p-17554.html,$1.22,$2.76 
2 in 1 Car Ice Water Scraper Snow Removal Hand Automotive Tool Snow Brush,https://www.cigabuy.com/2-in-1-car-ice-water-scraper-snow-removal-hand-automotive-tool-snow-brush-p-17534.html,$0.35,$2.01 
10pcs T10 5W Blue/White/Matting Home Office Halogen Capsule Light Bulb Lamp,https://www.cigabuy.com/10pcs-t10-5w-bluewhitematting-home-office-halogen-capsule-light-bulb-lamp-p-17511.html,$0.35,$1.69 
1/2/4 pcs EU Plug Digital Display Energy Saving Timer Programmable Timer Socket,https://www.cigabuy.com/124-pcs-eu-plug-digital-display-energy-saving-timer-programmable-timer-socket-p-17563.html,$2.89,$5.00 
E27 12V 7W Natural White Intelligent Emergency LED Light Bulbs,https://www.cigabuy.com/e27-12v-7w-natural-white-intelligent-emergency-led-light-bulbs-p-17582.html,$1.05,$2.76 
10m DIY Automatic Drip & Micro Sprinkler Kit Plant Garden Irrigation System,https://www.cigabuy.com/10m-diy-automatic-drip-micro-sprinkler-kit-plant-garden-irrigation-system-p-17566.html,$0.87,$3.51 
Netac U905 Retractable 32GB High Speed USB 2.0 Flash Drive,https://www.cigabuy.com/netac-u905-retractable-32gb-high-speed-usb-20-flash-drive-p-17575.html,$1.82,$5.64 
Authentic Dovpo Variant RDA 24mm - Silver,https://www.cigabuy.com/authentic-dovpo-variant-rda-24mm-silver-p-16701.html,,$29.85
5-in-1 Multi-Functional Mini Handheld Car Air Pump,https://www.cigabuy.com/5-in-1-multi-functional-mini-handheld-car-air-pump-p-14854.html,$4.35,$29.08 
Authentic Uwell Crown 4 5/6ML Sub-ohm Tank Atomizer - Silver,https://www.cigabuy.com/authentic-uwell-crown-4-56ml-sub-ohm-tank-atomizer-silver-p-13398.html,,$38.91
Authentic Geekvape Aegis Solo 100W TC Box Mod - Red,https://www.cigabuy.com/authentic-geekvape-aegis-solo-100w-tc-box-mod-red-p-14359.html,,$46.44
Authentic THC Tauren Solo RDA 24mm - Gunmetal,https://www.cigabuy.com/authentic-thc-tauren-solo-rda-24mm-gunmetal-p-14334.html,,$34.68
JM-PJ1010 10 in 1 Multifunctional Pliers Outdoor Folding Plier With Knife,https://www.cigabuy.com/jm-pj1010-10-in-1-multifunctional-pliers-outdoor-folding-plier-with-knife-p-14549.html,$1.06,$17.71 
5 x Authentic Smok TFV8 Baby M2 V8-Baby M2 Dual Coil Head 0.15Ohm,https://www.cigabuy.com/5-x-authentic-smok-tfv8-baby-m2-v8-baby-m2-dual-coil-head-015ohm-p-9764.html,$7.86,$12.19 
4 x Authentic Uwell Crown III 3 0.25ohm Replacement Coil Head,https://www.cigabuy.com/4-x-authentic-uwell-crown-iii-3-025ohm-replacement-coil-head-p-10312.html,$6.72,$10.18 
1/2 pcs Magnetic Therapy Posture Corrector Brace Shoulder Back Support Belt,https://www.cigabuy.com/12-pcs-magnetic-therapy-posture-corrector-brace-shoulder-back-support-belt-p-12305.html,$1.84,$13.20 
5 x Smok V8 Baby Q2 Dual Coil Head 0.4Ohm for TFV8 Baby RTA,https://www.cigabuy.com/5-x-smok-v8-baby-q2-dual-coil-head-04ohm-for-tfv8-baby-rta-p-9202.html,$7.86,$13.91 
Authentic Joyetech Riftcore Duo RTA 3.5ML - Blue,https://www.cigabuy.com/authentic-joyetech-riftcore-duo-rta-35ml-blue-p-12624.html,$5.69,$49.29 
Authentic OXVA Arbiter RTA - Gunmetal,https://www.cigabuy.com/authentic-oxva-arbiter-rta-gunmetal-p-20405.html,$22.80,$25.87 
Authentic Lost vape Thelema 80W Pod Kit 4ml - Black / Grain Leather,https://www.cigabuy.com/authentic-lost-vape-thelema-80w-pod-kit-4ml-black-grain-leather-p-20007.html,$20.44,$53.35 
Authentic THC Tauren Solo RDA 24mm - Silver,https://www.cigabuy.com/authentic-thc-tauren-solo-rda-24mm-silver-p-14335.html,,$34.68
