rating,title,year,duration,genre,release,url
8.1,Gone Girl ,2014,2h 29min,"Drama, Mystery, Thriller",3 October 2014 (USA),https://www.imdb.com/title/tt2267998/?ref_=adv_li_tt
8.1,It Happened One Night ,1934,1h 45min,"Comedy, Romance",22 February 1934 (USA),https://www.imdb.com/title/tt0025316/?ref_=adv_li_tt
8.1,Mr. Smith Goes to Washington ,1939,2h 9min,"Comedy, Drama",19 October 1939 (USA),https://www.imdb.com/title/tt0031679/?ref_=adv_li_tt
8.1,Soul ,2020,1h 40min,"Animation, Adventure, Comedy",25 December 2020 (USA),https://www.imdb.com/title/tt2948372/?ref_=adv_li_tt
8.1,The Passion of Joan of Arc ,1928,1h 54min,"Biography, Drama, History",25 October 1928 (France),https://www.imdb.com/title/tt0019254/?ref_=adv_li_tt
8.1,The Grand Budapest Hotel ,2014,1h 39min,"Adventure, Comedy, Crime",28 March 2014 (USA),https://www.imdb.com/title/tt2278388/?ref_=adv_li_tt
8.1,The Third Man ,1949,1h 33min,"Film-Noir, Mystery, Thriller",12 October 1949 (France),https://www.imdb.com/title/tt0041959/?ref_=adv_li_tt
8.1,Rebecca ,1940,2h 10min,"Drama, Mystery, Romance",12 April 1940 (USA),https://www.imdb.com/title/tt0032976/?ref_=adv_li_tt
8.1,On the Waterfront ,1954,1h 48min,"Crime, Drama, Thriller",22 June 1954 (Japan),https://www.imdb.com/title/tt0047296/?ref_=adv_li_tt
8.1,Rififi ,1955,1h 58min,"Crime, Drama, Thriller",5 June 1956 (USA),https://www.imdb.com/title/tt0048021/?ref_=adv_li_tt
8.1,Gone with the Wind ,1939,3h 58min,"Drama, History, Romance",17 January 1940 (USA),https://www.imdb.com/title/tt0031381/?ref_=adv_li_tt
8.1,The Wages of Fear ,1953,2h 11min,"Adventure, Drama, Thriller",16 February 1955 (USA),https://www.imdb.com/title/tt0046268/?ref_=adv_li_tt
8.1,Ben-Hur ,1959,3h 32min,"Adventure, Drama, History",18 November 1959 (Canada),https://www.imdb.com/title/tt0052618/?ref_=adv_li_tt
8.1,The 400 Blows ,1959,1h 39min,"Crime, Drama",16 November 1959 (USA),https://www.imdb.com/title/tt0053198/?ref_=adv_li_tt
8.1,Persona ,1966,1h 23min,"Drama, Thriller",16 March 1967 (USA),https://www.imdb.com/title/tt0060827/?ref_=adv_li_tt
8.1,Andrei Rublev ,1966,3h 25min,"Biography, Drama, History",October 1973 (USA),https://www.imdb.com/title/tt0060107/?ref_=adv_li_tt
8.1,The Bridge on the River Kwai ,1957,2h 41min,"Adventure, Drama, War",14 December 1957 (USA),https://www.imdb.com/title/tt0050212/?ref_=adv_li_tt
8.1,Network ,1976,2h 1min,"Drama, ",27 November 1976 (USA),https://www.imdb.com/title/tt0074958/?ref_=adv_li_tt
8.1,Cool Hand Luke ,1967,2h 7min,"Crime, Drama",1 November 1967 (USA),https://www.imdb.com/title/tt0061512/?ref_=adv_li_tt
8.1,Barry Lyndon ,1975,3h 5min,"Adventure, Drama, History",18 December 1975 (USA),https://www.imdb.com/title/tt0072684/?ref_=adv_li_tt
8.1,Chinatown ,1974,2h 10min,"Drama, Mystery, Thriller",20 June 1974 (USA),https://www.imdb.com/title/tt0071315/?ref_=adv_li_tt
8.1,Rocky ,1976,2h,"Drama, Sport",3 December 1976 (USA),https://www.imdb.com/title/tt0075148/?ref_=adv_li_tt
8.1,The Elephant Man ,1980,2h 4min,"Biography, Drama",10 October 1980 (USA),https://www.imdb.com/title/tt0080678/?ref_=adv_li_tt
8.1,The Deer Hunter ,1978,3h 3min,"Drama, War",23 February 1979 (USA),https://www.imdb.com/title/tt0077416/?ref_=adv_li_tt
8.1,Blade Runner ,1982,1h 57min,"Action, Sci-Fi, Thriller",25 June 1982 (USA),https://www.imdb.com/title/tt0083658/?ref_=adv_li_tt
8.1,Nausicaä of the Valley of the Wind ,1984,1h 57min,"Animation, Adventure, Fantasy",25 November 1987 (USA),https://www.imdb.com/title/tt0087544/?ref_=adv_li_tt
8.1,The Thing ,1982,1h 49min,"Horror, Mystery, Sci-Fi",25 June 1982 (USA),https://www.imdb.com/title/tt0084787/?ref_=adv_li_tt
8.1,Dead Poets Society ,1989,2h 8min,"Comedy, Drama",9 June 1989 (USA),https://www.imdb.com/title/tt0097165/?ref_=adv_li_tt
8.1,Stand by Me ,1986,1h 29min,"Adventure, Drama",22 August 1986 (USA),https://www.imdb.com/title/tt0092005/?ref_=adv_li_tt
8.1,Monty Python's Life of Brian ,1979,1h 34min,"Comedy, ",17 August 1979 (USA),https://www.imdb.com/title/tt0079470/?ref_=adv_li_tt
8.1,Jurassic Park ,1993,2h 7min,"Action, Adventure, Sci-Fi",11 June 1993 (USA),https://www.imdb.com/title/tt0107290/?ref_=adv_li_tt
8.1,"Paris, Texas ",1984,2h 25min,"Drama, ",23 August 1984 (UK),https://www.imdb.com/title/tt0087884/?ref_=adv_li_tt
8.1,La Haine ,1995,1h 38min,"Crime, Drama",23 February 1996 (USA),https://www.imdb.com/title/tt0113247/?ref_=adv_li_tt
8.1,In the Name of the Father ,1993,2h 13min,"Biography, Crime, Drama",25 February 1994 (USA),https://www.imdb.com/title/tt0107207/?ref_=adv_li_tt
8.1,Platoon ,1986,2h,"Drama, War",6 February 1987 (USA),https://www.imdb.com/title/tt0091763/?ref_=adv_li_tt
8.1,Before Sunrise ,1995,1h 41min,"Drama, Romance",27 January 1995 (USA),https://www.imdb.com/title/tt0112471/?ref_=adv_li_tt
8.1,Fargo ,1996,1h 38min,"Crime, Drama, Thriller",5 April 1996 (USA),https://www.imdb.com/title/tt0116282/?ref_=adv_li_tt
8.1,The Truman Show ,1998,1h 43min,"Comedy, Drama",5 June 1998 (USA),https://www.imdb.com/title/tt0120382/?ref_=adv_li_tt
8.1,In the Mood for Love ,2000,1h 38min,"Drama, Romance",9 March 2001 (USA),https://www.imdb.com/title/tt0118694/?ref_=adv_li_tt
8.1,The Sixth Sense ,1999,1h 47min,"Drama, Mystery, Thriller",6 August 1999 (USA),https://www.imdb.com/title/tt0167404/?ref_=adv_li_tt
8.1,Trainspotting ,1996,1h 33min,"Drama, ",9 August 1996 (USA),https://www.imdb.com/title/tt0117951/?ref_=adv_li_tt
8.1,"Monsters, Inc. ",2001,1h 32min,"Animation, Adventure, Comedy",2 November 2001 (USA),https://www.imdb.com/title/tt0198781/?ref_=adv_li_tt
8.1,Neon Genesis Evangelion: The End of Evangelion ,1997,1h 27min,"Animation, Action, Drama",2005 (Germany),https://www.imdb.com/title/tt0169858/?ref_=adv_li_tt
8.1,Amores Perros ,2000,2h 34min,"Drama, Thriller",13 April 2001 (USA),https://www.imdb.com/title/tt0245712/?ref_=adv_li_tt
8.1,Kill Bill: Vol. 1 ,2003,1h 51min,"Action, Crime, Drama",10 October 2003 (USA),https://www.imdb.com/title/tt0266697/?ref_=adv_li_tt
8.1,The Big Lebowski ,1998,1h 57min,"Comedy, Crime, Sport",6 March 1998 (USA),https://www.imdb.com/title/tt0118715/?ref_=adv_li_tt
8.1,Catch Me If You Can ,2002,2h 21min,"Biography, Crime, Drama",25 December 2002 (USA),https://www.imdb.com/title/tt0264464/?ref_=adv_li_tt
8.1,Before Sunset ,2004,1h 20min,"Drama, Romance",30 July 2004 (USA),https://www.imdb.com/title/tt0381681/?ref_=adv_li_tt
8.1,Finding Nemo ,2003,1h 40min,"Animation, Adventure, Comedy",30 May 2003 (USA),https://www.imdb.com/title/tt0266543/?ref_=adv_li_tt
8.1,Memories of Murder ,2003,2h 12min,"Crime, Drama, Mystery",2 May 2003 (South Korea),https://www.imdb.com/title/tt0353969/?ref_=adv_li_tt
8.1,Hotel Rwanda ,2004,2h 1min,"Biography, Drama, History",4 February 2005 (USA),https://www.imdb.com/title/tt0395169/?ref_=adv_li_tt
8.1,Wild Tales ,2014,2h 2min,"Comedy, Drama, Thriller",21 August 2014 (Argentina),https://www.imdb.com/title/tt3011894/?ref_=adv_li_tt
8.1,Million Dollar Baby ,2004,2h 12min,"Drama, Sport",28 January 2005 (USA),https://www.imdb.com/title/tt0405159/?ref_=adv_li_tt
8.1,The Handmaiden ,2016,2h 25min,"Drama, Romance, Thriller",1 June 2016 (South Korea),https://www.imdb.com/title/tt4016934/?ref_=adv_li_tt
8.1,Logan ,2017,2h 17min,"Action, Drama, Sci-Fi",3 March 2017 (USA),https://www.imdb.com/title/tt3315342/?ref_=adv_li_tt
8.2,Sherlock Jr. ,1924,45min,"Action, Comedy, Romance",11 May 1924 (USA),https://www.imdb.com/title/tt0015324/?ref_=adv_li_tt
8.1,Portrait of a Lady on Fire ,2019,2h 2min,"Drama, Romance",14 February 2020 (USA),https://www.imdb.com/title/tt8613070/?ref_=adv_li_tt
8.1,Room ,2015,1h 58min,"Drama, Thriller",22 January 2016 (USA),https://www.imdb.com/title/tt3170832/?ref_=adv_li_tt
8.1,A Silent Voice: The Movie ,2016,2h 10min,"Animation, Drama, Family",17 September 2016 (Japan),https://www.imdb.com/title/tt5323662/?ref_=adv_li_tt
8.2,To Be or Not to Be ,1942,1h 39min,"Comedy, War",6 March 1942 (USA),https://www.imdb.com/title/tt0035446/?ref_=adv_li_tt
8.2,The Gold Rush ,1925,1h 35min,"Adventure, Comedy, Drama",13 July 1925 (Brazil),https://www.imdb.com/title/tt0015864/?ref_=adv_li_tt
8.1,"Three Billboards Outside Ebbing, Missouri ",2017,1h 55min,"Comedy, Crime, Drama",1 December 2017 (USA),https://www.imdb.com/title/tt5027774/?ref_=adv_li_tt
8.2,All About Eve ,1950,2h 18min,"Drama, ",27 October 1950 (USA),https://www.imdb.com/title/tt0042192/?ref_=adv_li_tt
8.2,The Treasure of the Sierra Madre ,1948,2h 6min,"Adventure, Drama, Western",24 January 1948 (USA),https://www.imdb.com/title/tt0040897/?ref_=adv_li_tt
8.2,Wild Strawberries ,1957,1h 31min,"Drama, Romance",22 June 1959 (USA),https://www.imdb.com/title/tt0050986/?ref_=adv_li_tt
8.2,The Seventh Seal ,1957,1h 36min,"Drama, Fantasy, History",13 October 1958 (USA),https://www.imdb.com/title/tt0050976/?ref_=adv_li_tt
8.2,Some Like It Hot ,1959,2h 1min,"Comedy, Music, Romance",19 March 1959 (USA),https://www.imdb.com/title/tt0053291/?ref_=adv_li_tt
8.2,Judgment at Nuremberg ,1961,2h 59min,"Drama, War",18 December 1961 (Sweden),https://www.imdb.com/title/tt0055031/?ref_=adv_li_tt
8.2,Rashomon ,1950,1h 28min,"Crime, Drama, Mystery",26 December 1951 (USA),https://www.imdb.com/title/tt0042876/?ref_=adv_li_tt
8.2,The Great Escape ,1963,2h 52min,"Adventure, Drama, History",4 July 1963 (USA),https://www.imdb.com/title/tt0057115/?ref_=adv_li_tt
8.2,Yojimbo ,1961,1h 50min,"Action, Drama, Thriller",13 September 1961 (USA),https://www.imdb.com/title/tt0055630/?ref_=adv_li_tt
8.2,Dial M for Murder ,1954,1h 45min,"Crime, Thriller",29 May 1954 (USA),https://www.imdb.com/title/tt0046912/?ref_=adv_li_tt
8.2,Autumn Sonata ,1978,1h 39min,"Drama, Music",18 October 1978 (USA),https://www.imdb.com/title/tt0077711/?ref_=adv_li_tt
8.2,Monty Python and the Holy Grail ,1975,1h 31min,"Adventure, Comedy, Fantasy",25 May 1975 (UK),https://www.imdb.com/title/tt0071853/?ref_=adv_li_tt
8.2,For a Few Dollars More ,1965,2h 12min,"Western, ",10 May 1967 (USA),https://www.imdb.com/title/tt0059578/?ref_=adv_li_tt
8.2,To Kill a Mockingbird ,1962,2h 9min,"Crime, Drama",16 March 1963 (USA),https://www.imdb.com/title/tt0056592/?ref_=adv_li_tt
8.2,Tokyo Story ,1953,2h 16min,"Drama, ",13 March 1972 (USA),https://www.imdb.com/title/tt0046438/?ref_=adv_li_tt
